role,python,java,javascript,react,sql,aws,docker,ml,tensorflow,spark,kubernetes,terraform,swift,kotlin,graphql,redis,kafka,pytorch,tableau,bash
QA Engineer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mobile Developer,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Frontend Engineer,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AI Engineer,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
Data Engineer,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1
Data Engineer,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
Data Scientist,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
Backend Engineer,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1
DevOps Engineer,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Full Stack Engineer,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
Security Engineer,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
AI Engineer,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1
Backend Engineer,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
Backend Engineer,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
AI Engineer,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Mobile Developer,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
QA Engineer,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Backend Engineer,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
DevOps Engineer,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
Machine Learning Engineer,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
DevOps Engineer,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Cloud Architect,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
Security Engineer,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Data Engineer,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1
AI Engineer,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0
Frontend Engineer,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DevOps Engineer,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Data Scientist,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
Machine Learning Engineer,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
Backend Engineer,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Cloud Architect,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
Backend Engineer,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Data Scientist,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1
Frontend Engineer,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0
Backend Engineer,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Frontend Engineer,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Frontend Engineer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Security Engineer,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Security Engineer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mobile Developer,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Security Engineer,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Machine Learning Engineer,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
AI Engineer,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
Full Stack Engineer,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Cloud Architect,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
Data Engineer,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
Security Engineer,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Stack Engineer,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
Data Scientist,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
Full Stack Engineer,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
AI Engineer,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1
Machine Learning Engineer,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1
AI Engineer,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0
DevOps Engineer,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
Full Stack Engineer,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Data Scientist,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
QA Engineer,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
Data Engineer,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
AI Engineer,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
DevOps Engineer,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1
Machine Learning Engineer,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1
Mobile Developer,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
AI Engineer,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
QA Engineer,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Data Scientist,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0
Cloud Architect,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
AI Engineer,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
Backend Engineer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AI Engineer,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
AI Engineer,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1
Cloud Architect,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
Frontend Engineer,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Security Engineer,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
Security Engineer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
AI Engineer,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0
Cloud Architect,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1
Mobile Developer,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
Frontend Engineer,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Backend Engineer,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
QA Engineer,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AI Engineer,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Backend Engineer,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
Mobile Developer,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Engineer,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
Cloud Architect,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
Mobile Developer,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Mobile Developer,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Security Engineer,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
AI Engineer,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Backend Engineer,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Security Engineer,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Cloud Architect,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
Frontend Engineer,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Backend Engineer,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Full Stack Engineer,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
Security Engineer,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1
Mobile Developer,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Backend Engineer,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Machine Learning Engineer,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
Machine Learning Engineer,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0
QA Engineer,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Frontend Engineer,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cloud Architect,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
Security Engineer,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
QA Engineer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Backend Engineer,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1
Data Scientist,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0
Backend Engineer,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1
Machine Learning Engineer,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
AI Engineer,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
Full Stack Engineer,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
AI Engineer,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
QA Engineer,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Architect,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1
Full Stack Engineer,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Data Scientist,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1
Backend Engineer,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
Data Scientist,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
Machine Learning Engineer,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
QA Engineer,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Full Stack Engineer,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
DevOps Engineer,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1
Mobile Developer,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Cloud Architect,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
Mobile Developer,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
Frontend Engineer,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
QA Engineer,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Engineer,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
Cloud Architect,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1
AI Engineer,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Full Stack Engineer,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
QA Engineer,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Full Stack Engineer,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Security Engineer,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
Machine Learning Engineer,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Backend Engineer,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
Security Engineer,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1
Security Engineer,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Security Engineer,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Data Engineer,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
QA Engineer,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
AI Engineer,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
AI Engineer,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
Frontend Engineer,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA Engineer,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Engineer,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Security Engineer,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Machine Learning Engineer,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Mobile Developer,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
Data Engineer,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1
Cloud Architect,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1
Backend Engineer,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Backend Engineer,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AI Engineer,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
Security Engineer,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
DevOps Engineer,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
Machine Learning Engineer,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0
Security Engineer,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Security Engineer,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
AI Engineer,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
QA Engineer,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Machine Learning Engineer,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
Backend Engineer,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
QA Engineer,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Backend Engineer,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
Data Engineer,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
Security Engineer,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
Backend Engineer,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
Mobile Developer,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Full Stack Engineer,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Full Stack Engineer,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Cloud Architect,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Machine Learning Engineer,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
Backend Engineer,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
Full Stack Engineer,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Mobile Developer,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Full Stack Engineer,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
AI Engineer,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
DevOps Engineer,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
Mobile Developer,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Full Stack Engineer,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
QA Engineer,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
Backend Engineer,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1
QA Engineer,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Security Engineer,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Cloud Architect,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
Machine Learning Engineer,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1
QA Engineer,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Engineer,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1
DevOps Engineer,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
QA Engineer,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Engineer,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1
Security Engineer,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1
QA Engineer,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA Engineer,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AI Engineer,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
AI Engineer,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0
Data Engineer,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
QA Engineer,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cloud Architect,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
Frontend Engineer,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA Engineer,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Engineer,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Engineer,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Cloud Architect,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
Frontend Engineer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
AI Engineer,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1
Machine Learning Engineer,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
Data Scientist,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
Cloud Architect,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
Frontend Engineer,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Engineer,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Mobile Developer,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Mobile Developer,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Cloud Architect,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
Full Stack Engineer,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
DevOps Engineer,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1
Data Engineer,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1
Mobile Developer,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
DevOps Engineer,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Data Engineer,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
Cloud Architect,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Cloud Architect,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
QA Engineer,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QA Engineer,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Engineer,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Data Engineer,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
QA Engineer,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Data Scientist,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0
Mobile Developer,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Machine Learning Engineer,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
Frontend Engineer,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Cloud Architect,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Cloud Architect,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Security Engineer,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
Data Engineer,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1
Full Stack Engineer,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
Backend Engineer,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Cloud Architect,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
Data Scientist,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
Cloud Architect,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1
Full Stack Engineer,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
DevOps Engineer,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1
Full Stack Engineer,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
Machine Learning Engineer,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
DevOps Engineer,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Frontend Engineer,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cloud Architect,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
QA Engineer,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Engineer,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
Data Scientist,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1
Cloud Architect,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
Machine Learning Engineer,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1
DevOps Engineer,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1
Backend Engineer,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
Data Engineer,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1
Data Engineer,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Cloud Architect,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1
Mobile Developer,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
DevOps Engineer,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
Data Engineer,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
Full Stack Engineer,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Cloud Architect,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0
Machine Learning Engineer,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Mobile Developer,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Full Stack Engineer,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Security Engineer,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Full Stack Engineer,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Backend Engineer,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1
Data Engineer,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0
Data Engineer,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
AI Engineer,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
Frontend Engineer,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Architect,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
Cloud Architect,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1
AI Engineer,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
Full Stack Engineer,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
Data Engineer,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
Frontend Engineer,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AI Engineer,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1
Data Scientist,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
